CSD,Period,"Apartment, less than 5 stories (Count)","Apartment, 5 or more stories (Count)","Apartment, duplex (Count)",Movable dwelling (Count),Other attached dwelling (Count),Row house (Count),Semi-detached house (Count),Single-detached house (Count),Key
Yellowhead County,2001,45,0,10,785,5,10,15,2745,Yellowhead County2001
Yellowhead County,2006,65,0,20,700,0,10,15,2995,Yellowhead County2006
Yellowhead County,2011,45,0,35,705,5,5,10,3270,Yellowhead County2011
Yellowhead County,2016,100,0,5,815,15,5,15,3355,Yellowhead County2016
Yellowhead County,2021,45,0,0,780,100,0,25,3290,Yellowhead County2021
Yellowstone,2001,0,0,0,0,0,0,0,50,Yellowstone2001
Yellowstone,2006,0,0,0,0,0,0,0,75,Yellowstone2006
Yellowstone,2011,0,0,0,0,0,0,0,55,Yellowstone2011
Yellowstone,2016,0,0,0,0,0,0,0,65,Yellowstone2016
Yellowstone,2021,0,0,0,0,0,0,0,50,Yellowstone2021
Youngstown,2001,0,0,0,5,0,0,0,75,Youngstown2001
Youngstown,2006,0,0,0,20,0,0,0,65,Youngstown2006
Youngstown,2011,0,0,0,10,0,0,0,70,Youngstown2011
Youngstown,2016,0,0,0,15,0,0,0,50,Youngstown2016
Youngstown,2021,0,0,0,0,0,0,0,65,Youngstown2021
